frame_index,human_id,object_id,distance
755,1,4,near
760,1,4,near
765,1,4,near
770,1,4,near
775,1,4,near
780,1,4,near
785,1,4,near
790,1,4,near
795,1,4,near
800,1,4,near
805,1,4,near
810,1,4,near
815,1,4,near
820,1,4,near
825,1,4,near
830,1,4,near
835,1,4,near
840,1,4,near
845,1,4,near
850,1,4,near
855,1,4,near
860,1,4,near
865,1,4,near
870,1,4,near
875,1,4,near
880,1,4,near
885,1,4,near
890,1,4,near
895,1,4,near
900,1,4,near
905,1,4,near
910,1,4,near
915,1,4,near
920,1,4,near
925,1,4,near
930,1,4,near
935,1,4,near
940,1,4,near
945,1,4,near
950,1,4,near
955,1,4,near
960,1,4,near
965,1,4,near
970,1,4,near
975,1,4,near
980,1,4,near
985,1,4,near
990,1,4,near
995,1,4,near
1000,1,4,near
1005,1,4,near
1010,1,4,near
1015,1,4,near
1020,1,4,near
1025,1,4,near
1030,1,4,near
1035,1,4,near
1040,1,4,near
1045,1,4,near
1050,1,4,near
1055,1,4,near
1060,1,4,near
1065,1,4,near
1070,1,4,near
1075,1,4,near
1080,1,4,near
1085,1,4,near
1090,1,4,near
1095,1,4,near
1100,1,4,near
1105,1,4,near
1110,1,4,near
1115,1,4,near
1120,1,4,near
1125,1,4,near
1130,1,4,near
1135,1,4,near
1140,1,4,near
1145,1,4,near
1150,1,4,near
1155,1,4,near
1160,1,4,near
1165,1,4,near
1170,1,4,near
1175,1,4,near
1180,1,4,near
1185,1,4,near
1190,1,4,near
1195,1,4,near
1200,1,4,near
1205,1,4,near
1210,1,4,near
1215,1,4,near
1220,1,4,near
1225,1,4,near
1230,1,4,near
1235,1,4,near
1240,1,4,near
1245,1,4,near
1250,1,4,near
1255,1,4,near
1260,1,4,near
1265,1,4,near
1270,1,4,near
1275,1,4,near
1280,1,4,near
1285,1,4,near
1290,1,4,near
1295,1,4,near
1300,1,4,near
1305,1,4,near
1310,1,4,near
1315,1,4,near
1320,1,4,near
1325,1,4,near
1330,1,4,near
1335,1,4,near
1340,1,4,near
1345,1,4,near
1350,1,4,near
1355,1,4,near
1360,1,4,near
1365,1,4,near
1370,1,4,near
1375,1,4,near
1380,1,4,near
1385,1,4,near
1390,1,4,near
1395,1,4,near
1400,1,4,near
1405,1,4,near
1410,1,4,near
1415,1,4,near
1420,1,4,near
1425,1,4,near
1430,1,4,near
1435,1,4,near
1440,1,4,near
1445,1,4,near
1450,1,4,near
1455,1,4,near
1460,1,4,near
1465,1,4,near
1470,1,4,near
1475,1,4,near
1480,1,4,near
1485,1,4,near
1490,1,4,near
1495,1,4,near
1500,1,4,near
1505,1,4,near
1510,1,4,near
1515,1,4,near
1520,1,4,near
1525,1,4,near
1530,1,4,near
1535,1,4,near
1540,1,4,near
1545,1,4,near
1550,1,4,near
1555,1,4,near
1560,1,4,near
1565,1,4,near
1570,1,4,near
1575,1,4,near
1580,1,4,near
1585,1,4,near
1590,1,4,near
1595,1,4,near
1600,1,4,near
1605,1,4,near
1610,1,4,near
1615,1,4,near
1620,1,4,near
1625,1,4,near
1630,1,4,near
1635,1,4,near
1640,1,4,near
1645,1,4,near
1650,1,4,near
1655,1,4,near
1660,1,4,near
1665,1,4,near
1670,1,4,near
1675,1,4,near
1680,1,4,near
1685,1,4,near
1690,1,4,near
1695,1,4,near
1700,1,4,near
1705,1,4,near
1710,1,4,near
1715,1,4,near
1720,1,4,near
1725,1,4,near
1730,1,4,near
1735,1,4,near
1740,1,4,near
1745,1,4,near
1750,1,4,near
1755,1,4,near
1760,1,4,near
1765,1,4,near
1770,1,4,near
1775,1,4,near
1780,1,4,near
1785,1,4,near
1790,1,4,near
1795,1,4,near
1800,1,4,near
1805,1,4,near
1810,1,4,near
1815,1,4,near
1820,1,4,near
1825,1,4,near
1830,1,4,near
1835,1,4,near
1840,1,4,near
1845,1,4,near
1850,1,4,near
1855,1,4,near
1860,1,4,near
1865,1,4,near
1870,1,4,near
1875,1,4,near
1880,1,4,near
1885,1,4,near
1890,1,4,near
1895,1,4,near
1900,1,4,near
1905,1,4,near
1910,1,4,near
1915,1,4,near
1920,1,4,near
1925,1,4,near
1930,1,4,near
1935,1,4,near
1940,1,4,near
1945,1,4,near
1950,1,4,near
1955,1,4,near
1960,1,4,near
1965,1,4,near
1970,1,4,near
1975,1,4,near
1980,1,4,near
1985,1,4,near
1990,1,4,near
1995,1,4,near
2000,1,4,near
2005,1,4,near
2010,1,4,near
2015,1,4,near
2020,1,4,near
2025,1,4,near
2030,1,4,near
2035,1,4,near
2040,1,4,near
2045,1,4,near
2050,1,4,near
2055,1,4,near
2060,1,4,near
2065,1,4,near
2070,1,4,near
2075,1,4,near
2080,1,4,near
2085,1,4,near
2090,1,4,near
2095,1,4,near
2100,1,4,near
2105,1,4,near
2110,1,4,near
2115,1,4,near
2120,1,4,near
2125,1,4,near
2130,1,4,near
2135,1,4,near
2140,1,4,near
2145,1,4,near
2150,1,4,near
2155,1,4,near
2160,1,4,near
2165,1,4,near
2170,1,4,near
2175,1,4,near
2180,1,4,near
2185,1,4,near
2190,1,4,near
2195,1,4,near
2200,1,4,near
2205,1,4,near
2210,1,4,near
2215,1,4,near
2220,1,4,near
2225,1,4,near
2230,1,4,near
2235,1,4,near
2240,1,4,near
2245,1,4,near
2250,1,4,near
2255,1,4,near
2260,1,4,near
2265,1,4,near
2270,1,4,near
2275,1,4,near
2280,1,4,near
2285,1,4,near
2290,1,4,near
2295,1,4,near
2300,1,4,near
2305,1,4,near
2310,1,4,near
2315,1,4,near
2320,1,4,near
2325,1,4,near
2330,1,4,near
2335,1,4,near
2340,1,4,near
2345,1,4,near
2350,1,4,near
2355,1,4,near
2360,1,4,near
2365,1,4,near
2370,1,4,near
2375,1,4,near
2380,1,4,near
2385,1,4,near
2390,1,4,near
2395,1,4,near
2400,1,4,near
2405,1,4,near
2410,1,4,near
2415,1,4,near
2420,1,4,near
2425,1,4,near
2430,1,4,near
2435,1,4,near
2440,1,4,near
2445,1,4,near
2450,1,4,near
2455,1,4,near
2460,1,4,near
2465,1,4,near
2470,1,4,near
2475,1,4,near
2480,1,4,near
2485,1,4,near
2490,1,4,near
2495,1,4,near
2500,1,4,near
2505,1,4,near
2510,1,4,near
2515,1,4,near
2520,1,4,near
2525,1,4,near
2530,1,4,near
2535,1,4,near
2540,1,4,near
2545,1,4,near
2550,1,4,near
2555,1,4,near
2560,1,4,near
2565,1,4,near
2570,1,4,near
2575,1,4,near
2580,1,4,near
2585,1,4,near
2590,1,4,near
2595,1,4,near
2600,1,4,near
2605,1,4,near
2610,1,4,near
2615,1,4,near
2620,1,4,near
2625,1,4,near
2630,1,4,near
2635,1,4,near
2640,1,4,near
2645,1,4,near
2650,1,4,near
2655,1,4,near
2660,1,4,near
2665,1,4,near
2670,1,4,near
2675,1,4,near
2680,1,4,near
2685,1,4,near
2690,1,4,near
2695,1,4,near
2700,1,4,near
2705,1,4,near
2710,1,4,near
2715,1,4,near
2720,1,4,near
2725,1,4,near
2730,1,4,near
2735,1,4,near
2740,1,4,near
2745,1,4,near
2750,1,4,near
2755,1,4,near
2760,1,4,near
2765,1,4,near
2770,1,4,near
2775,1,4,near
2780,1,4,near
2785,1,4,near
2790,1,4,near
2795,1,4,near
2800,1,4,near
2805,1,4,near
2810,1,4,near
2815,1,4,near
2820,1,4,near
2825,1,4,near
2830,1,4,near
2835,1,4,near
2840,1,4,near
2845,1,4,near
2850,1,4,near
2855,1,4,near
2860,1,4,near
2865,1,4,near
2870,1,4,near
2875,1,4,near
2880,1,4,near
2885,1,4,near
2890,1,4,near
2895,1,4,near
2900,1,4,near
2905,1,4,near
2910,1,4,near
2915,1,4,near
2920,1,4,near
2925,1,4,near
2930,1,4,near
2935,1,4,near
2940,1,4,near
2945,1,4,near
2950,1,4,near
2955,1,4,near
2960,1,4,near
2965,1,4,near
2970,1,4,near
2975,1,4,near
2980,1,4,near
2985,1,4,near
2990,1,4,near
2995,1,4,near
3000,1,4,near
3005,1,4,near
3010,1,4,near
3015,1,4,near
3020,1,4,near
3025,1,4,near
3030,1,4,near
3035,1,4,near
3040,1,4,near
3045,1,4,near
3050,1,4,near
3055,1,4,near
3060,1,4,near
3065,1,4,near
3070,1,4,near
3075,1,4,near
3080,1,4,near
3085,1,4,near
3090,1,4,near
3095,1,4,near
3100,1,4,near
3105,1,4,near
3110,1,4,near
3115,1,4,near
3120,1,4,near
3125,1,4,near
3130,1,4,near
3135,1,4,near
3140,1,4,near
3145,1,4,near
3150,1,4,near
3155,1,4,near
3160,1,4,near
3165,1,4,near
3170,1,4,near
3175,1,4,near
3180,1,4,near
3185,1,4,near
3190,1,4,near
3195,1,4,near
3200,1,4,near
3205,1,4,near
3210,1,4,near
3215,1,4,near
3220,1,4,near
3225,1,4,near
3230,1,4,near
3235,1,4,near
3240,1,4,near
3245,1,4,near
3250,1,4,near
3255,1,4,near
3260,1,4,near
3265,1,4,near
3270,1,4,near
3275,1,4,near
3280,1,4,near
3285,1,4,near
3290,1,4,near
3295,1,4,near
3300,1,4,near
3305,1,4,near
3310,1,4,near
3315,1,4,near
3320,1,4,near
3325,1,4,near
3330,1,4,near
3335,1,4,near
3340,1,4,near
3345,1,4,near
3350,1,4,near
3355,1,4,near
3360,1,4,near
3365,1,4,near
3370,1,4,near
3375,1,4,near
3380,1,4,near
3385,1,4,near
3390,1,4,near
3395,1,4,near
3400,1,4,near
3405,1,4,near
3410,1,4,near
3415,1,4,near
3420,1,4,near
3425,1,4,near
3430,1,4,near
3435,1,4,near
3440,1,4,near
3445,1,4,near
3450,1,4,near
3455,1,4,near
3460,1,4,near
3465,1,4,near
3470,1,4,near
3475,1,4,near
3480,1,4,near
3485,1,4,near
3490,1,4,near
3495,1,4,near
3500,1,4,near
3505,1,4,near
3510,1,4,near
3515,1,4,near
3520,1,4,near
3525,1,4,near
3530,1,4,near
3535,1,4,near
3540,1,4,near
3545,1,4,near
3550,1,4,near
3555,1,4,near
3560,1,4,near
3565,1,4,near
3570,1,4,near
3575,1,4,near
3580,1,4,near
3585,1,4,near
3590,1,4,near
3595,1,4,near
3600,1,4,near
3605,1,4,near
3610,1,4,near
3615,1,4,near
3620,1,4,near
3625,1,4,near
3630,1,4,near
3635,1,4,near
3640,1,4,near
3645,1,4,near
3650,1,4,near
3655,1,4,near
3660,1,4,near
3665,1,4,near
3670,1,4,near
3675,1,4,near
3680,1,4,near
3685,1,4,near
3690,1,4,near
3695,1,4,near
3700,1,4,near
3705,1,4,near
3710,1,4,near
3715,1,4,near
3720,1,4,near
3725,1,4,near
3730,1,4,near
3735,1,4,near
3740,1,4,near
3745,1,4,near
3750,1,4,near
3755,1,4,near
3760,1,4,near
3765,1,4,near
3770,1,4,near
3775,1,4,near
3780,1,4,near
3785,1,4,near
3790,1,4,near
3795,1,4,near
3800,1,4,near
3805,1,4,near
3810,1,4,near
3815,1,4,near
3820,1,4,near
3825,1,4,near
3830,1,4,near
3835,1,4,near
3840,1,4,near
3845,1,4,near
3850,1,4,near
3855,1,4,near
3860,1,4,near
3865,1,4,near
3870,1,4,near
3875,1,4,near
3880,1,4,near
3885,1,4,near
3890,1,4,near
3895,1,4,near
3900,1,4,near
3905,1,4,near
3910,1,4,near
3915,1,4,near
76,6,9,far
81,6,9,far
86,6,9,far
91,6,9,far
96,6,9,far
101,6,9,far
106,6,9,far
111,6,9,far
116,6,9,far
121,6,9,far
126,6,9,far
131,6,9,far
136,6,9,far
141,6,9,far
146,6,9,far
151,6,9,far
156,6,9,far
161,6,9,far
166,6,9,far
171,6,9,far
176,6,9,far
181,6,9,far
186,6,9,far
191,6,9,far
196,6,9,far
201,6,9,far
206,6,9,far
211,6,9,far
216,6,9,far
221,6,9,far
226,6,9,far
231,6,9,far
236,6,9,far
241,6,9,far
246,6,9,far
251,6,9,far
256,6,9,far
261,6,9,far
266,6,9,far
271,6,9,far
276,6,9,far
281,6,9,far
286,6,9,far
291,6,9,far
296,6,9,far
301,6,9,far
306,6,9,far
311,6,9,far
316,6,9,far
321,6,9,far
326,6,9,far
331,6,9,far
336,6,9,far
341,6,9,far
346,6,9,far
351,6,9,far
356,6,9,far
361,6,9,far
366,6,9,far
371,6,9,far
376,6,9,far
381,6,9,far
386,6,9,far
391,6,9,far
396,6,9,far
401,6,9,far
406,6,9,far
411,6,9,far
416,6,9,far
421,6,9,far
426,6,9,far
431,6,9,far
436,6,9,far
441,6,9,far
446,6,9,far
451,6,9,far
456,6,9,far
461,6,9,far
466,6,9,far
471,6,9,far
476,6,9,far
481,6,9,far
486,6,9,far
491,6,9,far
496,6,9,far
501,6,9,far
506,6,9,far
511,6,9,far
516,6,9,far
521,6,9,far
526,6,9,far
531,6,9,far
536,6,9,far
541,6,9,far
546,6,9,far
551,6,9,far
556,6,9,far
561,6,9,far
566,6,9,far
571,6,9,far
565,6,13,far
570,6,13,far
575,6,13,far
580,6,13,far
585,6,13,far
590,6,13,far
595,6,13,far
600,6,13,far
605,6,13,far
610,6,13,far
659,6,17,far
664,6,17,far
669,6,17,far
674,6,17,far
679,6,17,far
684,6,17,far
689,6,17,far
694,6,17,far
699,6,17,far
704,6,17,far
709,6,17,far
714,6,17,far
719,6,17,far
724,6,17,far
729,6,17,far
734,6,17,far
739,6,17,far
744,6,17,far
749,6,17,far
754,6,17,far
759,6,17,far
764,6,17,far
769,6,17,far
774,6,17,far
779,6,17,far
784,6,17,far
789,6,17,far
794,6,17,far
799,6,17,far
804,6,17,far
809,6,17,far
810,6,21,far
815,6,21,far
820,6,21,far
825,6,21,far
830,6,21,far
835,6,21,far
840,6,21,far
845,6,21,far
850,6,21,far
855,6,21,far
865,6,17,far
870,6,17,far
875,6,17,far
880,6,17,far
885,6,17,far
890,6,17,far
895,6,17,far
900,6,17,far
905,6,17,far
910,6,17,far
915,6,17,far
920,6,17,far
925,6,17,far
930,6,17,far
935,6,17,far
940,6,17,far
945,6,17,far
950,6,17,far
955,6,17,far
960,6,17,far
965,6,17,far
970,6,17,far
975,6,17,far
1105,6,17,far
1110,6,17,far
1115,6,17,far
1120,6,17,far
1125,6,17,far
1130,6,17,far
1135,6,17,far
1140,6,17,far
1145,6,17,far
1150,6,17,far
1155,6,17,far
1160,6,17,far
1165,6,17,far
1170,6,17,far
1175,6,17,far
1180,6,17,far
1185,6,17,far
1190,6,17,far
1195,6,17,far
1200,6,17,far
1205,6,17,far
1210,6,17,far
1215,6,17,far
1220,6,17,far
1225,6,17,far
1230,6,17,far
1025,6,28,far
1030,6,28,far
1035,6,28,far
1040,6,28,far
1045,6,28,far
1050,6,28,far
1055,6,28,far
1060,6,28,far
1065,6,28,far
1070,6,28,far
1075,6,28,far
1080,6,28,far
1085,6,28,far
1090,6,28,far
1095,6,28,far
1100,6,28,far
1105,6,28,far
1110,6,28,far
1115,6,28,far
1120,6,28,far
1250,6,38,far
1255,6,38,far
1260,6,38,far
1265,6,38,far
1270,6,38,far
1275,6,38,far
1280,6,38,far
1285,6,38,far
1290,6,38,far
1295,6,38,far
1300,6,38,far
1305,6,38,far
2160,49,57,far
2165,49,57,far
2170,49,57,far
2175,49,57,far
2180,49,57,far
2185,49,57,far
2190,49,57,far
2195,49,57,far
2200,49,57,far
2205,49,57,far
2210,49,57,far
2215,49,57,far
2220,49,57,far
2225,49,57,far
2230,49,57,far
2235,49,57,far
2240,49,57,far
2245,49,57,far
2250,49,57,far
2255,49,57,far
2260,49,57,far
2265,49,57,far
2270,49,57,far
2275,49,57,far
2280,49,57,far
2285,49,57,far
2290,49,57,far
2295,49,57,far
2300,49,57,far
2305,49,57,far
2310,49,57,far
2315,49,57,far
2320,49,57,far
2325,49,57,far
2330,49,57,far
2335,49,57,far
2340,49,57,far
2345,49,57,far
2350,49,57,far
2355,49,57,far
2360,49,57,far
2365,49,57,far
2370,49,57,far
2375,49,57,far
2380,49,57,far
2385,49,57,far
2390,49,57,far
2395,49,57,far
2400,49,57,far
2405,49,57,far
2410,49,57,far
2415,49,57,far
2420,49,57,far
2425,49,57,far
2430,49,57,far
2435,49,57,far
2440,49,57,far
2445,49,57,far
2450,49,57,far
2455,49,57,far
2460,49,57,far
2465,49,57,far
2470,49,57,far
2475,49,57,far
2480,49,57,far
2485,49,57,far
2490,49,57,far
2495,49,57,far
2500,49,57,far
2505,49,57,far
2510,49,57,far
2515,49,57,far
2520,49,57,far
2525,49,57,far
2530,49,57,far
2535,49,57,far
2540,49,57,far
2545,49,57,far
2550,49,57,far
2555,49,57,far
2560,49,57,far
2565,49,57,far
2570,49,57,far
2575,49,57,far
2580,49,57,far
2585,49,57,far
2590,49,57,far
2595,49,57,far
2600,49,57,far
2605,49,57,far
2610,49,57,far
2615,49,57,far
2620,49,57,far
2625,49,57,far
2630,49,57,far
2635,49,57,far
2640,49,57,far
2645,49,57,far
2650,49,57,far
2655,49,57,far
2660,49,57,far
2665,49,57,far
2670,49,57,far
2675,49,57,far
2680,49,57,far
2685,49,57,far
2690,49,57,far
2695,49,57,far
2700,49,57,far
2705,49,57,far
2710,49,57,far
2715,49,57,far
2720,49,57,far
2725,49,57,far
2730,49,57,far
2735,49,57,far
2740,49,57,far
2745,49,57,far
2750,49,57,far
2755,49,57,far
2760,49,57,far
2765,49,57,far
2770,49,57,far
2775,49,57,far
2780,49,57,far
2785,49,57,far
2790,49,57,far
2795,49,57,far
2800,49,57,far
2805,49,57,far
2810,49,57,far
2815,49,57,far
2820,49,57,far
2825,49,57,far
2830,49,57,far
2835,49,57,far
2840,49,57,far
2845,49,57,far
2850,49,57,far
2855,49,57,far
2860,49,57,far
2865,49,57,far
2870,49,57,far
2875,49,57,far
2880,49,57,far
2885,49,57,far
2890,49,57,far
2895,49,57,far
